"Time range","Instance Id","Deployment name","SKU Name","Display name","Usage type","Quantity","Display quantity","Unit","Unit price","Total","Product family"
"2025-10-28 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","Cloud-Enterprise_gcp.es.datahot.n2.68x10x45_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x10x45, 8GB, 2AZ","RAM Hours","24","24","hour","0.8944","21.4656","deployment"
"2025-10-28 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 8GB, 2AZ","RAM Hours","24","24","hour","1.144","27.456","deployment"
"2025-10-28 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","Cloud-Enterprise_gcp.kibana.n2.68x32x45_gcp-us-central1_2048_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.kibana.n2.68x32x45, 2GB, 1AZ","RAM Hours","24","24","hour","0.1402","3.3648","deployment"
"2025-10-28 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","16.10575597733259201049804688","16.10575597733259201049804688","GB","0","0","deployment"
"2025-10-28 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","0.8106783470138907432556152344","0.8106783470138907432556152344","GB","0.05","0.0405","deployment"
"2025-10-28 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","47.91801674850285053253173828","47.91801674850285053253173828","GB","0.016","0.7667","deployment"
"2025-10-28 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","34.18197272141509118580049085","34.18197272141509118580049085","GB","0.033","1.128","deployment"
"2025-10-28 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","153","153","1000 API Calls","0.0018","0.2754","deployment"
"2025-10-28 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-28 - 2025-10-28","22b008e570b04dd2ac2689f01a009ef8","Moriah","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-28 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","Cloud-Enterprise_gcp.integrationsserver.n2.68x32x45.2_gcp-us-central1_1024_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.integrationsserver.n2.68x32x45.2, 1GB, 1AZ","RAM Hours","24","24","hour","0","0","deployment"
"2025-10-28 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","Cloud-Enterprise_gcp.es.datafrozen.n2.68x10x90_gcp-us-central1_4096_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datafrozen.n2.68x10x90, 4GB, 1AZ","RAM Hours","24","24","hour","0.2296","5.5104","deployment"
"2025-10-28 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","Cloud-Enterprise_gcp.es.datahot.n2.68x10x45_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x10x45, 8GB, 2AZ","RAM Hours","24","24","hour","0.8944","21.4656","deployment"
"2025-10-28 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_2048_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 2GB, 2AZ","RAM Hours","24","24","hour","0.286","6.864","deployment"
"2025-10-28 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","Cloud-Enterprise_gcp.kibana.n2.68x32x45_gcp-us-central1_1024_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.kibana.n2.68x32x45, 1GB, 1AZ","RAM Hours","24","24","hour","0","0","deployment"
"2025-10-28 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","13.15289931558072566986083984","13.15289931558072566986083984","GB","0","0","deployment"
"2025-10-28 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","0.3889646949246525764465332031","0.3889646949246525764465332031","GB","0.05","0.0194","deployment"
"2025-10-28 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","73.69675165880471467971801758","73.69675165880471467971801758","GB","0.016","1.1791","deployment"
"2025-10-28 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","10.54529140997172323285892445","10.54529140997172323285892445","GB","0.033","0.348","deployment"
"2025-10-28 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","131","131","1000 API Calls","0.0018","0.2358","deployment"
"2025-10-28 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-28 - 2025-10-28","2878e1279dad4d2b933ff003a48874a3","Sierra","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-28 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","Cloud-Enterprise_gcp.integrationsserver.n2.68x32x45.2_gcp-us-central1_1024_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.integrationsserver.n2.68x32x45.2, 1GB, 1AZ","RAM Hours","24","24","hour","0","0","deployment"
"2025-10-28 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","Cloud-Enterprise_gcp.es.datafrozen.n2.68x10x90_gcp-us-central1_4096_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datafrozen.n2.68x10x90, 4GB, 1AZ","RAM Hours","24","24","hour","0.2296","5.5104","deployment"
"2025-10-28 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","Cloud-Enterprise_gcp.es.datahot.n2.68x10x45_gcp-us-central1_4096_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x10x45, 4GB, 2AZ","RAM Hours","24","24","hour","0.4472","10.7328","deployment"
"2025-10-28 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_2048_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 2GB, 2AZ","RAM Hours","24","24","hour","0.286","6.864","deployment"
"2025-10-28 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","Cloud-Enterprise_gcp.kibana.n2.68x32x45_gcp-us-central1_1024_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.kibana.n2.68x32x45, 1GB, 1AZ","RAM Hours","24","24","hour","0","0","deployment"
"2025-10-28 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","10.43025199696421623229980469","10.43025199696421623229980469","GB","0","0","deployment"
"2025-10-28 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","0.3562686126679182052612304688","0.3562686126679182052612304688","GB","0.05","0.0178","deployment"
"2025-10-28 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","38.11931371595710515975952148","38.11931371595710515975952148","GB","0.016","0.6099","deployment"
"2025-10-28 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","18.33423818763025024885772377","18.33423818763025024885772377","GB","0.033","0.605","deployment"
"2025-10-28 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","148","148","1000 API Calls","0.0018","0.2664","deployment"
"2025-10-28 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-28 - 2025-10-28","40536c37b3114ba4a0821c6b433bf727","Denali","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-28 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","Cloud-Enterprise_gcp.integrationsserver.n2.68x32x45.2_gcp-us-central1_1024_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.integrationsserver.n2.68x32x45.2, 1GB, 1AZ","RAM Hours","24","24","hour","0","0","deployment"
"2025-10-28 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","Cloud-Enterprise_gcp.es.datafrozen.n2.68x10x90_gcp-us-central1_4096_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datafrozen.n2.68x10x90, 4GB, 1AZ","RAM Hours","24","24","hour","0.2296","5.5104","deployment"
"2025-10-28 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","Cloud-Enterprise_gcp.es.datahot.n2.68x10x45_gcp-us-central1_4096_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x10x45, 4GB, 2AZ","RAM Hours","18","18","hour","0.4472","8.0496","deployment"
"2025-10-28 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","Cloud-Enterprise_gcp.es.datahot.n2.68x10x45_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x10x45, 8GB, 2AZ","RAM Hours","6","6","hour","0.8944","5.3664","deployment"
"2025-10-28 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 8GB, 2AZ","RAM Hours","24","24","hour","1.144","27.456","deployment"
"2025-10-28 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","Cloud-Enterprise_gcp.es.ml.n2.68x32x45_gcp-us-central1_1024_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.ml.n2.68x32x45, 1GB, 1AZ","RAM Hours","24","24","hour","0","0","deployment"
"2025-10-28 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","Cloud-Enterprise_gcp.kibana.n2.68x32x45_gcp-us-central1_2048_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.kibana.n2.68x32x45, 2GB, 2AZ","RAM Hours","24","24","hour","0.2804","6.7296","deployment"
"2025-10-28 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","13.11677655950188636779785156","13.11677655950188636779785156","GB","0","0","deployment"
"2025-10-28 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","0.7637883303686976432800292969","0.7637883303686976432800292969","GB","0.05","0.0382","deployment"
"2025-10-28 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","52.73512650839984416961669922","52.73512650839984416961669922","GB","0.016","0.8438","deployment"
"2025-10-28 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","31.16314429562333570693128852","31.16314429562333570693128852","GB","0.033","1.0284","deployment"
"2025-10-28 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","154","154","1000 API Calls","0.0018","0.2772","deployment"
"2025-10-28 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-28 - 2025-10-28","41ea557e87604a5c8762dccc55eddf62","Haystack","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-28 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","Cloud-Enterprise_gcp.data.highio.1_gcp-us-central1_16384_2","Cloud Enterprise Data High I/O 1 GCP US Central (Iowa) 16 GB HA (2 Zones) SSD","RAM Hours","20","20","hour","1.5392","30.784","deployment"
"2025-10-28 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","Cloud-Enterprise_gcp.data.highio.1_gcp-us-central1_8192_2","Cloud Enterprise Data High I/O 1 GCP US Central (Iowa) 8 GB HA (2 Zones) SSD","RAM Hours","4","4","hour","0.7696","3.0784","deployment"
"2025-10-28 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","Cloud-Enterprise_gcp.data.highstorage.1_gcp-us-central1_2048_1","Cloud Enterprise Data High Storage 1 GCP US Central (Iowa) 2 GB non-HA SSD","RAM Hours","24","24","hour","0.1218","2.9232","deployment"
"2025-10-28 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","Cloud-Enterprise_gcp.es.datafrozen.n2d.64x8x95_gcp-us-central1_30720_1","Cloud Enterprise Data Frozen n2d GCP US Central (Iowa) 30 GB non-HA SSD","RAM Hours","24","24","hour","1.587","38.088","deployment"
"2025-10-28 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","Cloud-Enterprise_gcp.kibana.1_gcp-us-central1_2048_2","Cloud Enterprise Kibana 1 GCP US Central (Iowa) 2 GB HA (2 Zones) SSD","RAM Hours","24","24","hour","0.2072","4.9728","deployment"
"2025-10-28 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","18.13606340251863002777099609","18.13606340251863002777099609","GB","0","0","deployment"
"2025-10-28 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","0.6062252484261989593505859375","0.6062252484261989593505859375","GB","0.05","0.0303","deployment"
"2025-10-28 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","121.9242808697745203971862793","121.9242808697745203971862793","GB","0.016","1.9508","deployment"
"2025-10-28 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","33.36606790432055550877765942","33.36606790432055550877765942","GB","0.033","1.1011","deployment"
"2025-10-28 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","90","90","1000 API Calls","0.0018","0.162","deployment"
"2025-10-28 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-28 - 2025-10-28","423b3c1122434e16aef8ef8ce0a6d07e","everest","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-28 - 2025-10-28","4dba98e499584b46a4f725b806f83a01","greylock","Cloud-Enterprise_gcp.es.datacold.n2.68x10x190_gcp-us-central1_2048_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datacold.n2.68x10x190, 2GB, 1AZ","RAM Hours","24","24","hour","0.143","3.432","deployment"
"2025-10-28 - 2025-10-28","4dba98e499584b46a4f725b806f83a01","greylock","Cloud-Enterprise_gcp.es.datafrozen.n2.68x10x95_gcp-us-central1_4096_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datafrozen.n2.68x10x95, 4GB, 1AZ","RAM Hours","24","24","hour","0.2296","5.5104","deployment"
"2025-10-28 - 2025-10-28","4dba98e499584b46a4f725b806f83a01","greylock","Cloud-Enterprise_gcp.es.datahot.n2.68x10x45_gcp-us-central1_4096_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x10x45, 4GB, 2AZ","RAM Hours","24","24","hour","0.4472","10.7328","deployment"
"2025-10-28 - 2025-10-28","4dba98e499584b46a4f725b806f83a01","greylock","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 8GB, 2AZ","RAM Hours","24","24","hour","1.144","27.456","deployment"
"2025-10-28 - 2025-10-28","4dba98e499584b46a4f725b806f83a01","greylock","Cloud-Enterprise_gcp.es.master.n2.68x32x45_gcp-us-central1_2048_3","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.master.n2.68x32x45, 2GB, 3AZ","RAM Hours","24","24","hour","0.4206","10.0944","deployment"
"2025-10-28 - 2025-10-28","4dba98e499584b46a4f725b806f83a01","greylock","Cloud-Enterprise_gcp.kibana.n2.68x32x45_gcp-us-central1_4096_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.kibana.n2.68x32x45, 4GB, 2AZ","RAM Hours","24","24","hour","0.5608","13.4592","deployment"
"2025-10-28 - 2025-10-28","4dba98e499584b46a4f725b806f83a01","greylock","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","19.95674093160778284072875977","19.95674093160778284072875977","GB","0","0","deployment"
"2025-10-28 - 2025-10-28","4dba98e499584b46a4f725b806f83a01","greylock","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","0.7264817170798778533935546875","0.7264817170798778533935546875","GB","0.05","0.0363","deployment"
"2025-10-28 - 2025-10-28","4dba98e499584b46a4f725b806f83a01","greylock","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","81.56768885720521211624145508","81.56768885720521211624145508","GB","0.016","1.3051","deployment"
"2025-10-28 - 2025-10-28","4dba98e499584b46a4f725b806f83a01","greylock","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","28.49078533598672478429732783","28.49078533598672478429732783","GB","0.033","0.9402","deployment"
"2025-10-28 - 2025-10-28","4dba98e499584b46a4f725b806f83a01","greylock","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","217","217","1000 API Calls","0.0018","0.3906","deployment"
"2025-10-28 - 2025-10-28","4dba98e499584b46a4f725b806f83a01","greylock","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-28 - 2025-10-28","4dba98e499584b46a4f725b806f83a01","greylock","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-28 - 2025-10-28","554c98c8876f49c7940a74f154013c52","Haku","Cloud-Enterprise_gcp.integrationsserver.n2.68x32x45.2_gcp-us-central1_1024_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.integrationsserver.n2.68x32x45.2, 1GB, 1AZ","RAM Hours","24","24","hour","0","0","deployment"
"2025-10-28 - 2025-10-28","554c98c8876f49c7940a74f154013c52","Haku","Cloud-Enterprise_gcp.es.datafrozen.n2.68x10x90_gcp-us-central1_4096_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datafrozen.n2.68x10x90, 4GB, 1AZ","RAM Hours","24","24","hour","0.2296","5.5104","deployment"
"2025-10-28 - 2025-10-28","554c98c8876f49c7940a74f154013c52","Haku","Cloud-Enterprise_gcp.es.datahot.n2.68x10x45_gcp-us-central1_1024_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x10x45, 1GB, 2AZ","RAM Hours","24","24","hour","0.1118","2.6832","deployment"
"2025-10-28 - 2025-10-28","554c98c8876f49c7940a74f154013c52","Haku","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_2048_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 2GB, 2AZ","RAM Hours","24","24","hour","0.286","6.864","deployment"
"2025-10-28 - 2025-10-28","554c98c8876f49c7940a74f154013c52","Haku","Cloud-Enterprise_gcp.kibana.n2.68x32x45_gcp-us-central1_1024_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.kibana.n2.68x32x45, 1GB, 1AZ","RAM Hours","24","24","hour","0","0","deployment"
"2025-10-28 - 2025-10-28","554c98c8876f49c7940a74f154013c52","Haku","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","3.344695772975683212280273438","3.344695772975683212280273438","GB","0","0","deployment"
"2025-10-28 - 2025-10-28","554c98c8876f49c7940a74f154013c52","Haku","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","0.1816974570974707603454589844","0.1816974570974707603454589844","GB","0.05","0.0091","deployment"
"2025-10-28 - 2025-10-28","554c98c8876f49c7940a74f154013c52","Haku","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","17.94513710029423236846923828","17.94513710029423236846923828","GB","0.016","0.2871","deployment"
"2025-10-28 - 2025-10-28","554c98c8876f49c7940a74f154013c52","Haku","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","20.04936538733321652617505802","20.04936538733321652617505802","GB","0.033","0.6616","deployment"
"2025-10-28 - 2025-10-28","554c98c8876f49c7940a74f154013c52","Haku","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","89","89","1000 API Calls","0.0018","0.1602","deployment"
"2025-10-28 - 2025-10-28","554c98c8876f49c7940a74f154013c52","Haku","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-28 - 2025-10-28","554c98c8876f49c7940a74f154013c52","Haku","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-28 - 2025-10-28","58b2dafd80404fa9accf679bd3f711e8","Wuling","Cloud-Enterprise_gcp.integrationsserver.n2.68x32x45.2_gcp-us-central1_2048_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.integrationsserver.n2.68x32x45.2, 2GB, 1AZ","RAM Hours","24","24","hour","0.1402","3.3648","deployment"
"2025-10-28 - 2025-10-28","58b2dafd80404fa9accf679bd3f711e8","Wuling","Cloud-Enterprise_gcp.es.datahot.n2.68x10x45_gcp-us-central1_4096_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x10x45, 4GB, 2AZ","RAM Hours","24","24","hour","0.4472","10.7328","deployment"
"2025-10-28 - 2025-10-28","58b2dafd80404fa9accf679bd3f711e8","Wuling","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_2048_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 2GB, 1AZ","RAM Hours","24","24","hour","0.143","3.432","deployment"
"2025-10-28 - 2025-10-28","58b2dafd80404fa9accf679bd3f711e8","Wuling","Cloud-Enterprise_gcp.kibana.n2.68x32x45_gcp-us-central1_1024_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.kibana.n2.68x32x45, 1GB, 1AZ","RAM Hours","24","24","hour","0","0","deployment"
"2025-10-28 - 2025-10-28","58b2dafd80404fa9accf679bd3f711e8","Wuling","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","3.444498669356107711791992188","3.444498669356107711791992188","GB","0","0","deployment"
"2025-10-28 - 2025-10-28","58b2dafd80404fa9accf679bd3f711e8","Wuling","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","0.1762243071570992469787597656","0.1762243071570992469787597656","GB","0.05","0.0088","deployment"
