"Time range","Instance Id","Deployment name","SKU Name","Display name","Usage type","Quantity","Display quantity","Unit","Unit price","Total","Product family"
"2025-10-01 - 2025-10-28","80db63d8cc29467995b9bc554ca57427","k2","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","44.45982656069099903106689453","44.45982656069099903106689453","GB","0","0","deployment"
"2025-10-01 - 2025-10-28","80db63d8cc29467995b9bc554ca57427","k2","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","3.126035751774907112121582031","3.126035751774907112121582031","GB","0.05","0.1563","deployment"
"2025-10-01 - 2025-10-28","80db63d8cc29467995b9bc554ca57427","k2","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","695.8453338295221328735351562","695.8453338295221328735351562","GB","0.016","11.1335","deployment"
"2025-10-01 - 2025-10-28","80db63d8cc29467995b9bc554ca57427","k2","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","476.7542654186041565031133672","476.7542654186041565031133672","GB","0.033","15.7329","deployment"
"2025-10-01 - 2025-10-28","80db63d8cc29467995b9bc554ca57427","k2","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","1493","1493","1000 API Calls","0.0018","2.6874","deployment"
"2025-10-01 - 2025-10-28","80db63d8cc29467995b9bc554ca57427","k2","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-01 - 2025-10-28","80db63d8cc29467995b9bc554ca57427","k2","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-01 - 2025-10-28","9ec388cfab104afd91cb105fa66c1891","fuji","Cloud-Enterprise_gcp.es.datacold.n2.68x10x190_gcp-us-central1_4096_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datacold.n2.68x10x190, 4GB, 2AZ","RAM Hours","672","672","hour","0.572","384.384","deployment"
"2025-10-01 - 2025-10-28","9ec388cfab104afd91cb105fa66c1891","fuji","Cloud-Enterprise_gcp.es.datafrozen.n2.68x10x90_gcp-us-central1_16384_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datafrozen.n2.68x10x90, 16GB, 2AZ","RAM Hours","672","672","hour","1.8368","1234.3296","deployment"
"2025-10-01 - 2025-10-28","9ec388cfab104afd91cb105fa66c1891","fuji","Cloud-Enterprise_gcp.es.datahot.n2.68x32x45_gcp-us-central1_65536_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x32x45, 64GB, 2AZ","RAM Hours","672","672","hour","8.9728","6029.7216","deployment"
"2025-10-01 - 2025-10-28","9ec388cfab104afd91cb105fa66c1891","fuji","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_32768_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 32GB, 2AZ","RAM Hours","672","672","hour","4.576","3075.072","deployment"
"2025-10-01 - 2025-10-28","9ec388cfab104afd91cb105fa66c1891","fuji","Cloud-Enterprise_gcp.es.master.n2.68x32x45.2_gcp-us-central1_4096_3","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.master.n2.68x32x45.2, 4GB, 3AZ","RAM Hours","672","672","hour","0.8412","565.2864","deployment"
"2025-10-01 - 2025-10-28","9ec388cfab104afd91cb105fa66c1891","fuji","Cloud-Enterprise_gcp.kibana.n2.68x32x45_gcp-us-central1_2048_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.kibana.n2.68x32x45, 2GB, 2AZ","RAM Hours","672","672","hour","0.2804","188.4288","deployment"
"2025-10-01 - 2025-10-28","9ec388cfab104afd91cb105fa66c1891","fuji","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","9464.869362648576498031616211","9464.869362648576498031616211","GB","0","0","deployment"
"2025-10-01 - 2025-10-28","9ec388cfab104afd91cb105fa66c1891","fuji","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","274.3282963000237941741943359","274.3282963000237941741943359","GB","0.05","13.7164","deployment"
"2025-10-01 - 2025-10-28","9ec388cfab104afd91cb105fa66c1891","fuji","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","37607.17871048487722873687744","37607.17871048487722873687744","GB","0.016","601.7149","deployment"
"2025-10-01 - 2025-10-28","9ec388cfab104afd91cb105fa66c1891","fuji","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","11973.85652174723524880665604","11973.85652174723524880665604","GB","0.033","395.1373","deployment"
"2025-10-01 - 2025-10-28","9ec388cfab104afd91cb105fa66c1891","fuji","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","68705","68705","1000 API Calls","0.0018","123.669","deployment"
"2025-10-01 - 2025-10-28","9ec388cfab104afd91cb105fa66c1891","fuji","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-01 - 2025-10-28","9ec388cfab104afd91cb105fa66c1891","fuji","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","Cloud-Enterprise_aws.apm.c5d.2_us-east-1_8192_1","Cloud Enterprise, AWS us-east-1 (N. Virginia), aws.apm.c5d.2, 8GB, 1AZ","RAM Hours","672","672","hour","0.58","389.76","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","Cloud-Enterprise_aws.es.datacold.i3en.2_us-east-1_2048_2","Cloud Enterprise, AWS us-east-1 (N. Virginia), aws.es.datacold.i3en.2, 2GB, 2AZ","RAM Hours","316","316","hour","0.2292","72.4272","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","Cloud-Enterprise_aws.es.datacold.i3en.2_us-east-1_30720_2","Cloud Enterprise, AWS us-east-1 (N. Virginia), aws.es.datacold.i3en.2, 30GB, 2AZ","RAM Hours","315","315","hour","3.438","1082.97","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","Cloud-Enterprise_aws.es.datacold.i3en.2_us-east-1_4096_2","Cloud Enterprise, AWS us-east-1 (N. Virginia), aws.es.datacold.i3en.2, 4GB, 2AZ","RAM Hours","41","41","hour","0.4584","18.7944","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","Cloud-Enterprise_aws.es.datafrozen.i3en.2_us-east-1_15360_2","Cloud Enterprise, AWS us-east-1 (N. Virginia), aws.es.datafrozen.i3en.2, 15GB, 2AZ","RAM Hours","41","41","hour","1.719","70.479","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","Cloud-Enterprise_aws.es.datafrozen.i3en.2_us-east-1_30720_2","Cloud Enterprise, AWS us-east-1 (N. Virginia), aws.es.datafrozen.i3en.2, 30GB, 2AZ","RAM Hours","315","315","hour","3.438","1082.97","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","Cloud-Enterprise_aws.es.datafrozen.i3en.2_us-east-1_8192_2","Cloud Enterprise, AWS us-east-1 (N. Virginia), aws.es.datafrozen.i3en.2, 8GB, 2AZ","RAM Hours","316","316","hour","0.9168","289.7088","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","Cloud-Enterprise_aws.es.datahot.i3_us-east-1_118784_2","Cloud Enterprise, AWS us-east-1 (N. Virginia), aws.es.datahot.i3, 116GB, 2AZ","RAM Hours","672","672","hour","10.8112","7265.1264","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","Cloud-Enterprise_aws.es.datawarm.i3en_us-east-1_61440_2","Cloud Enterprise, AWS us-east-1 (N. Virginia), aws.es.datawarm.i3en, 60GB, 2AZ","RAM Hours","672","672","hour","6.876","4620.672","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","Cloud-Enterprise_aws.es.master.c5d.2_us-east-1_8192_3","Cloud Enterprise, AWS us-east-1 (N. Virginia), aws.es.master.c5d.2, 8GB, 3AZ","RAM Hours","672","672","hour","1.74","1169.28","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","Cloud-Enterprise_aws.es.ml.c5d_us-east-1_1024_1","Cloud Enterprise, AWS us-east-1 (N. Virginia), aws.es.ml.c5d, 1GB, 1AZ","RAM Hours","672","672","hour","0","0","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","Cloud-Enterprise_aws.kibana.c5d_us-east-1_2048_2","Cloud Enterprise, AWS us-east-1 (N. Virginia), aws.kibana.c5d, 2GB, 2AZ","RAM Hours","672","672","hour","0.29","194.88","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","aws.data-transfer-in","AWS Data Transfer In","data-transfer-in","14202.56639832910150289535522","14202.56639832910150289535522","GB","0","0","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","aws.data-transfer-out","AWS Data Transfer Out","data-transfer-out","1439.637303456664085388183594","1439.637303456664085388183594","GB","0.05","71.9819","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","aws.data-transfer-inter-node","AWS Data Transfer Inter-Node","data-transfer-inter-node","55522.60445253551006317138672","55522.60445253551006317138672","GB","0.016","888.3617","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","aws.snapshot-storage","AWS Snapshot Storage","snapshot-storage","10336.65453441457457399816923","10336.65453441457457399816923","GB","0.033","341.1096","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","aws.snapshot-api-1k","AWS Snapshot Storage API","snapshot-api-1k","47585","47585","1000 API Calls","0.0018","85.653","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-01 - 2025-10-28","afbe1894abe74f6684dcd21e462b8a68","bg-development","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-01 - 2025-10-28","b4cce7633f4545b8a4df64fdd9027586","Huron","Cloud-Enterprise_gcp.es.datacold.n2.68x10x190_gcp-us-central1_2048_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datacold.n2.68x10x190, 2GB, 1AZ","RAM Hours","672","672","hour","0.143","96.096","deployment"
"2025-10-01 - 2025-10-28","b4cce7633f4545b8a4df64fdd9027586","Huron","Cloud-Enterprise_gcp.es.datafrozen.n2.68x10x90_gcp-us-central1_16384_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datafrozen.n2.68x10x90, 16GB, 1AZ","RAM Hours","672","672","hour","0.9184","617.1648","deployment"
"2025-10-01 - 2025-10-28","b4cce7633f4545b8a4df64fdd9027586","Huron","Cloud-Enterprise_gcp.es.datahot.n2.68x10x45_gcp-us-central1_16384_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x10x45, 16GB, 2AZ","RAM Hours","672","672","hour","1.7888","1202.0736","deployment"
"2025-10-01 - 2025-10-28","b4cce7633f4545b8a4df64fdd9027586","Huron","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 8GB, 2AZ","RAM Hours","672","672","hour","1.144","768.768","deployment"
"2025-10-01 - 2025-10-28","b4cce7633f4545b8a4df64fdd9027586","Huron","Cloud-Enterprise_gcp.es.master.n2.68x32x45.2_gcp-us-central1_1024_3","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.master.n2.68x32x45.2, 1GB, 3AZ","RAM Hours","672","672","hour","0.2103","141.3216","deployment"
"2025-10-01 - 2025-10-28","b4cce7633f4545b8a4df64fdd9027586","Huron","Cloud-Enterprise_gcp.kibana.n2.68x32x45_gcp-us-central1_2048_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.kibana.n2.68x32x45, 2GB, 2AZ","RAM Hours","672","672","hour","0.2804","188.4288","deployment"
"2025-10-01 - 2025-10-28","b4cce7633f4545b8a4df64fdd9027586","Huron","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","2010.995038060471415519714355","2010.995038060471415519714355","GB","0","0","deployment"
"2025-10-01 - 2025-10-28","b4cce7633f4545b8a4df64fdd9027586","Huron","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","71.85602740477770566940307617","71.85602740477770566940307617","GB","0.05","3.5928","deployment"
"2025-10-01 - 2025-10-28","b4cce7633f4545b8a4df64fdd9027586","Huron","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","8071.459810244850814342498779","8071.459810244850814342498779","GB","0.016","129.1434","deployment"
"2025-10-01 - 2025-10-28","b4cce7633f4545b8a4df64fdd9027586","Huron","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","3288.754684436615676649155156","3288.754684436615676649155156","GB","0.033","108.5289","deployment"
"2025-10-01 - 2025-10-28","b4cce7633f4545b8a4df64fdd9027586","Huron","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","8625","8625","1000 API Calls","0.0018","15.525","deployment"
"2025-10-01 - 2025-10-28","b4cce7633f4545b8a4df64fdd9027586","Huron","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-01 - 2025-10-28","b4cce7633f4545b8a4df64fdd9027586","Huron","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-01 - 2025-10-28","cf54d380db914748a9fe37126127157a","kennywood","Cloud-Enterprise_gcp.es.datacold.n2.68x10x190_gcp-us-central1_2048_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datacold.n2.68x10x190, 2GB, 1AZ","RAM Hours","402","402","hour","0.143","57.486","deployment"
"2025-10-01 - 2025-10-28","cf54d380db914748a9fe37126127157a","kennywood","Cloud-Enterprise_gcp.es.datafrozen.n2.68x10x90_gcp-us-central1_4096_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datafrozen.n2.68x10x90, 4GB, 1AZ","RAM Hours","672","672","hour","0.2296","154.2912","deployment"
"2025-10-01 - 2025-10-28","cf54d380db914748a9fe37126127157a","kennywood","Cloud-Enterprise_gcp.es.datahot.n2.68x32x45_gcp-us-central1_4096_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x32x45, 4GB, 2AZ","RAM Hours","270","270","hour","0.5608","151.416","deployment"
"2025-10-01 - 2025-10-28","cf54d380db914748a9fe37126127157a","kennywood","Cloud-Enterprise_gcp.es.datahot.n2.68x32x45_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x32x45, 8GB, 2AZ","RAM Hours","402","402","hour","1.1216","450.8832","deployment"
"2025-10-01 - 2025-10-28","cf54d380db914748a9fe37126127157a","kennywood","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_2048_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 2GB, 2AZ","RAM Hours","671","671","hour","0.286","191.906","deployment"
"2025-10-01 - 2025-10-28","cf54d380db914748a9fe37126127157a","kennywood","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_4096_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 4GB, 2AZ","RAM Hours","1","1","hour","0.572","0.572","deployment"
"2025-10-01 - 2025-10-28","cf54d380db914748a9fe37126127157a","kennywood","Cloud-Enterprise_gcp.es.master.n2.68x32x45.2_gcp-us-central1_4096_3","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.master.n2.68x32x45.2, 4GB, 3AZ","RAM Hours","402","402","hour","0.8412","338.1624","deployment"
"2025-10-01 - 2025-10-28","cf54d380db914748a9fe37126127157a","kennywood","Cloud-Enterprise_gcp.kibana.n2.68x32x45_gcp-us-central1_2048_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.kibana.n2.68x32x45, 2GB, 2AZ","RAM Hours","672","672","hour","0.2804","188.4288","deployment"
"2025-10-01 - 2025-10-28","cf54d380db914748a9fe37126127157a","kennywood","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","243.7936323313042521476745605","243.7936323313042521476745605","GB","0","0","deployment"
"2025-10-01 - 2025-10-28","cf54d380db914748a9fe37126127157a","kennywood","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","12.46963841002434492111206055","12.46963841002434492111206055","GB","0.05","0.6235","deployment"
"2025-10-01 - 2025-10-28","cf54d380db914748a9fe37126127157a","kennywood","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","1524.384002285078167915344238","1524.384002285078167915344238","GB","0.016","24.3901","deployment"
"2025-10-01 - 2025-10-28","cf54d380db914748a9fe37126127157a","kennywood","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","456.4844996990918892846312574","456.4844996990918892846312574","GB","0.033","15.064","deployment"
"2025-10-01 - 2025-10-28","cf54d380db914748a9fe37126127157a","kennywood","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","4938","4938","1000 API Calls","0.0018","8.8884","deployment"
"2025-10-01 - 2025-10-28","cf54d380db914748a9fe37126127157a","kennywood","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-01 - 2025-10-28","cf54d380db914748a9fe37126127157a","kennywood","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-01 - 2025-10-28","d39d6ec2d9f444e4aa2ec6ccdb88aca7","Sky","Cloud-Enterprise_gcp.integrationsserver.n2.68x32x45.2_gcp-us-central1_1024_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.integrationsserver.n2.68x32x45.2, 1GB, 1AZ","RAM Hours","672","672","hour","0","0","deployment"
"2025-10-01 - 2025-10-28","d39d6ec2d9f444e4aa2ec6ccdb88aca7","Sky","Cloud-Enterprise_gcp.es.datacold.n2.68x10x190_gcp-us-central1_2048_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datacold.n2.68x10x190, 2GB, 1AZ","RAM Hours","672","672","hour","0.143","96.096","deployment"
"2025-10-01 - 2025-10-28","d39d6ec2d9f444e4aa2ec6ccdb88aca7","Sky","Cloud-Enterprise_gcp.es.datafrozen.n2.68x10x90_gcp-us-central1_4096_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datafrozen.n2.68x10x90, 4GB, 1AZ","RAM Hours","672","672","hour","0.2296","154.2912","deployment"
"2025-10-01 - 2025-10-28","d39d6ec2d9f444e4aa2ec6ccdb88aca7","Sky","Cloud-Enterprise_gcp.es.datahot.n2.68x10x45_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x10x45, 8GB, 2AZ","RAM Hours","672","672","hour","0.8944","601.0368","deployment"
"2025-10-01 - 2025-10-28","d39d6ec2d9f444e4aa2ec6ccdb88aca7","Sky","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 8GB, 2AZ","RAM Hours","672","672","hour","1.144","768.768","deployment"
"2025-10-01 - 2025-10-28","d39d6ec2d9f444e4aa2ec6ccdb88aca7","Sky","Cloud-Enterprise_gcp.es.master.n2.68x32x45.2_gcp-us-central1_4096_3","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.master.n2.68x32x45.2, 4GB, 3AZ","RAM Hours","672","672","hour","0.8412","565.2864","deployment"
"2025-10-01 - 2025-10-28","d39d6ec2d9f444e4aa2ec6ccdb88aca7","Sky","Cloud-Enterprise_gcp.kibana.n2.68x32x45_gcp-us-central1_1024_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.kibana.n2.68x32x45, 1GB, 2AZ","RAM Hours","672","672","hour","0.1402","94.2144","deployment"
"2025-10-01 - 2025-10-28","d39d6ec2d9f444e4aa2ec6ccdb88aca7","Sky","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","585.4570044903084635734558105","585.4570044903084635734558105","GB","0","0","deployment"
"2025-10-01 - 2025-10-28","d39d6ec2d9f444e4aa2ec6ccdb88aca7","Sky","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","18.30850934237241744995117188","18.30850934237241744995117188","GB","0.05","0.9154","deployment"
"2025-10-01 - 2025-10-28","d39d6ec2d9f444e4aa2ec6ccdb88aca7","Sky","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","3510.502872254699468612670898","3510.502872254699468612670898","GB","0.016","56.168","deployment"
"2025-10-01 - 2025-10-28","d39d6ec2d9f444e4aa2ec6ccdb88aca7","Sky","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","952.5293790032043151797786840","952.5293790032043151797786840","GB","0.033","31.4335","deployment"
"2025-10-01 - 2025-10-28","d39d6ec2d9f444e4aa2ec6ccdb88aca7","Sky","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","6732","6732","1000 API Calls","0.0018","12.1176","deployment"
"2025-10-01 - 2025-10-28","d39d6ec2d9f444e4aa2ec6ccdb88aca7","Sky","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-01 - 2025-10-28","d39d6ec2d9f444e4aa2ec6ccdb88aca7","Sky","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
"2025-10-01 - 2025-10-28","db1ad9213d644aad97ea9d05e9f02f83","Britton","Cloud-Enterprise_gcp.es.datacold.n2.68x10x190_gcp-us-central1_2048_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datacold.n2.68x10x190, 2GB, 1AZ","RAM Hours","672","672","hour","0.143","96.096","deployment"
"2025-10-01 - 2025-10-28","db1ad9213d644aad97ea9d05e9f02f83","Britton","Cloud-Enterprise_gcp.es.datafrozen.n2.68x10x95_gcp-us-central1_16384_1","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datafrozen.n2.68x10x95, 16GB, 1AZ","RAM Hours","672","672","hour","0.9184","617.1648","deployment"
"2025-10-01 - 2025-10-28","db1ad9213d644aad97ea9d05e9f02f83","Britton","Cloud-Enterprise_gcp.es.datahot.n2.68x10x45_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datahot.n2.68x10x45, 8GB, 2AZ","RAM Hours","672","672","hour","0.8944","601.0368","deployment"
"2025-10-01 - 2025-10-28","db1ad9213d644aad97ea9d05e9f02f83","Britton","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_16384_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 16GB, 2AZ","RAM Hours","165","165","hour","2.288","377.52","deployment"
"2025-10-01 - 2025-10-28","db1ad9213d644aad97ea9d05e9f02f83","Britton","Cloud-Enterprise_gcp.es.datawarm.n2.68x10x190_gcp-us-central1_8192_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.datawarm.n2.68x10x190, 8GB, 2AZ","RAM Hours","507","507","hour","1.144","580.008","deployment"
"2025-10-01 - 2025-10-28","db1ad9213d644aad97ea9d05e9f02f83","Britton","Cloud-Enterprise_gcp.es.master.n2.68x32x45_gcp-us-central1_4096_3","Cloud Enterprise, GCP us-central1 (Iowa), gcp.es.master.n2.68x32x45, 4GB, 3AZ","RAM Hours","672","672","hour","0.8412","565.2864","deployment"
"2025-10-01 - 2025-10-28","db1ad9213d644aad97ea9d05e9f02f83","Britton","Cloud-Enterprise_gcp.kibana.n2.68x32x45_gcp-us-central1_2048_2","Cloud Enterprise, GCP us-central1 (Iowa), gcp.kibana.n2.68x32x45, 2GB, 2AZ","RAM Hours","672","672","hour","0.2804","188.4288","deployment"
"2025-10-01 - 2025-10-28","db1ad9213d644aad97ea9d05e9f02f83","Britton","gcp.data-transfer-in","GCP Data Transfer In","data-transfer-in","1279.740692888386547565460205","1279.740692888386547565460205","GB","0","0","deployment"
"2025-10-01 - 2025-10-28","db1ad9213d644aad97ea9d05e9f02f83","Britton","gcp.data-transfer-out","GCP Data Transfer Out","data-transfer-out","53.84089921507984399795532227","53.84089921507984399795532227","GB","0.05","2.692","deployment"
"2025-10-01 - 2025-10-28","db1ad9213d644aad97ea9d05e9f02f83","Britton","gcp.data-transfer-inter-node","GCP Data Transfer Inter-Node","data-transfer-inter-node","3403.191590630449354648590088","3403.191590630449354648590088","GB","0.016","54.4511","deployment"
"2025-10-01 - 2025-10-28","db1ad9213d644aad97ea9d05e9f02f83","Britton","gcp.snapshot-storage","GCP Snapshot Storage","snapshot-storage","3233.442464652368598567542210","3233.442464652368598567542210","GB","0.033","106.7036","deployment"
"2025-10-01 - 2025-10-28","db1ad9213d644aad97ea9d05e9f02f83","Britton","gcp.snapshot-api-1k","GCP Snapshot Storage API","snapshot-api-1k","6383","6383","1000 API Calls","0.0018","11.4894","deployment"
"2025-10-01 - 2025-10-28","db1ad9213d644aad97ea9d05e9f02f83","Britton","global.synthetics-browser","Synthetics Browser","synthetics-browser","0","0","test","0.0123","0","deployment"
"2025-10-01 - 2025-10-28","db1ad9213d644aad97ea9d05e9f02f83","Britton","global.synthetics-lightweight","Synthetics Lightweight","synthetics-lightweight","0","0","region","28","0","deployment"
